						
						
						
WinLoc	SILID	Nominal Unicode Mapping	Other possible CP1252 locations	Mapping Comments	Nominal Non-spacing Mappings	Non-spacing Mapping Comments
Z088	6529	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Z092	6530	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Z096	6531	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Y243	6535	002F		"See also U+002F, U+2044 and U+2215."	0338	"See U+0337 and U+0338. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Z109	6601				0330	
Z119	6602	02CF			0317	
Z129	6603	02CE			0316	
Z140	6604				0324	
Z171	6606	02EC			032C	
Z176	6607				032E	
Z190	6608				032F	
Z098	6609	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z196	6612				032B	
Z150	6613				0323	
Z236	6614	00B8			0327	
Z239	6615	02DB			0328	
Z241	6616				0345	
Z200	6617				0325	
Z042	6618	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z046	6619	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possibilities include U+005F, U+02CD, and U+2017."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. See also U+0332, U+0333 and U+0347"
Z050	6620	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z054	6621	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z058	6622	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z062	6623	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z066	6624	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z070	6625	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z074	6626	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z078	6627	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z082	6628	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z086	6629	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z090	6630	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z094	6631	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z232	6633				0326	
Z210	6637				0348	
Z247	6638				1DC2	New in Unicode 4.1.
Z214	6639				031F	
Z251	6642				032A	
Z248	6643					
Z249	6644					
Z238	6653					
Z204	6658	02CC			0329	
Z199	6662				033C	
Z253	6663				033B	
Z034	6665	02D5			031E	
Z036	6666	02D4			031D	
Z038	6667				0318	
Z040	6668				0319	
Z252	6670				033A	
Z243	6671				0321	
Z245	6672				0322	
Y253	6673	02D3		See also U+02BF.	031C	
Y255	6674	02D2		See also U+02BE.	0339	
Y090	6675				PUA	
Y102	6676				PUA	
Y202	6677				PUA	
V040	6678				PUA	
Z189	6708				032F	
Z097	6709	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z195	6712				032B	
Z149	6713				0323	
Z041	6718	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z045	6719	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z049	6720	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z053	6721	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z057	6722	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z061	6723	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z065	6724	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z069	6725	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z073	6726	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z077	6727	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z081	6728	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z085	6729	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z089	6730	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z093	6731	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z209	6737				0348	
Z246	6738				1DC2		New in Unicode 4.1.
Z213	6739				031F	
Z250	6742				032A	
Z203	6758	02CC			0329	
Z244	6772				0322	
Z102	6809	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z154	6813				0323	
Z237	6814	00B8			0327	
Z240	6815	02DB			0328	
Z242	6816				0345	
Z101	6909	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Z153	6913				0323	
X051	7003	0180				
X063	7004	010D				
X072	7005	0111				
X118	7009	PUA		"See also U+01E5.  Unicode does not support the distinction reflected by the difference between Encore glyphs SILID 1409 and SILID 1709. If a distinction is needed, 7103 should be mapped to a PUA character. We should attempt to get a new character added to Unicode before encoding it using the combining overlays U+0335 or U+0336."		
X130	7010	0127		See also U+045B.		
X142	7011	0268				
X155	7013	025F		"If Encore glyph SILID 7013 is used as a glyph variant of SILID 7413 (for use with diacritics), then it should be mapped to the same PUA character as 7414."		
X176	7015	019A				
X214	7019	0275		"See also U+03B8, U+03D1 and U+04E9. Unicode 3.2 adds greek capital theta symbol at U+03F4, though Encore glyph SILID 7019 is not the best choice for that character."		
X251	7022	024D		New in Unicode 5.0
Y039	7023	0161				
Y065	7027	0289				
Y117	7033	019B				
Y129	7034	017E				
Y199	7041	02A1				
X052	7103	PUA		"See also U+0180.  Unicode does not support the distinction reflected by the difference between Encore glyphs SILID 7103 and SILID 7003. If a distinction is needed, 7103 should be mapped to a PUA character. We should attempt to get a new character added to Unicode before encoding it using the combining overlays U+0335 or U+0336."		
X064	7104	00E7				
X074	7105	1D6D		New in Unicode 4.1.		
X131	7110	PUA		"See also U+0127. Unicode does not support the distinction reflected by the difference between Encore glyphs SILID 7110 and SILID 7010. If a distinction is needed, 7110 should be mapped to a PUA character. We should attempt to get a new character added to Unicode before encoding it using the combining overlays U+0335 or U+0336."		
X158	7113	0284				
X174	7115	026B				
X221	7119	01EB				
Y053	7126	1D75		New in Unicode 4.1.		
Y126	7134	1D76		New in Unicode 4.1.		
X073	7205	PUA		"See also U+0111. Unicode does not support the distinction reflected by the difference between Encore glyphs SILID 7205 and SILID 7005. If a distinction is needed, 7205 should be mapped to a PUA character. We should attempt to get a new character added to Unicode before encoding it using the combining overlays U+0335 or U+0336."		
X160	7213	01F0				
X175	7215	0142				
Wn248	7219	00F8				
Y203	7241	02A2				
V142	7326	0074				
X144	7411	0268		Typically SILID 7411 is used with diacritics and so should map to U+0268.  If a distinction is needed 7411 should be mapped to a PUA character. We should attempt to get it added to Unicode before considering encoding it using the combining overlays U+0335 or U+0336.		
X156	7413	0249		New in Unicode 5.0		
